Timestamp,ComputerName,Hostname,Domain,Source,Channel,EventRecordID,EventID,Level,TaskCategory,Keywords,User,Process,IP,Description,Correlation
2025-10-12 09:34:00,CORP-SRV-001,host8.corp.local,CORP.LOCAL,Microsoft-Windows-Eventlog,Security,1000097,5156,Information,Service Control Manager,Security,SYSTEM,lsass.exe,10.1.1.87,The Windows Filtering Platform has permitted a connection.,{00000000-0000-0000-0000-000000000000}
2025-10-12 14:16:00,CORP-SRV-012,host10.corp.local,CORP.LOCAL,Microsoft-Windows-Security-Auditing,System,1000099,6008,Error,Process Creation,Audit Success,SYSTEM,powershell.exe,10.1.3.43,The previous system shutdown was unexpected.,{00000000-0000-0000-0000-000000000000}
2025-10-01 11:26:00,CORP-SRV-015,host3.corp.local,CORP.LOCAL,Microsoft-Windows-Security-Auditing,Security,1000002,4725,Information,Process Creation,Security,CORP\itadmin,sqlservr.exe,10.1.1.222,A user account was disabled.,{00000000-0000-0000-0000-000000000000}
2025-10-11 17:08:00,CORP-SRV-016,host3.corp.local,CORP.LOCAL,Microsoft-Windows-Eventlog,Security,1000092,4720,Information,System,Security,CORP\itadmin,explorer.exe,10.1.3.131,A user account was created.,{00000000-0000-0000-0000-000000000000}
2025-10-14 14:35:00,CORP-SRV-017,host4.corp.local,CORP.LOCAL,Service Control Manager,Security,1000113,4625,Warning,Process Creation,Security,CORP\unknown,sqlservr.exe,10.1.2.172,An account failed to log on. Failure Reason: Unknown username or bad password; Account: CORP\unknown.,{00000000-0000-0000-0000-000000000000}
2025-10-07 08:26:00,CORP-SRV-004,host7.corp.local,CORP.LOCAL,Microsoft-Windows-Security-Auditing,Security,1000056,4625,Warning,Service Control Manager,Application,CORP\unknown,winlogon.exe,10.1.1.243,An account failed to log on. Failure Reason: Unknown username or bad password; Account: CORP\unknown.,{00000000-0000-0000-0000-000000000000}
2025-10-13 12:48:00,CORP-SRV-016,host7.corp.local,CORP.LOCAL,DNS Server,Security,1000106,4624,Information,Network,Classic,CORP\bob,explorer.exe,10.1.3.151,An account was successfully logged on. Subject: bob; Logon Type: 3.,{00000000-0000-0000-0000-000000000000}
2025-10-13 07:27:00,CORP-SRV-009,host4.corp.local,CORP.LOCAL,Service Control Manager,Security,1000103,4625,Warning,Network,Classic,CORP\unknown,powershell.exe,10.1.1.243,An account failed to log on. Failure Reason: Unknown username or bad password; Account: CORP\unknown.,{00000000-0000-0000-0000-000000000000}
2025-10-08 20:05:00,CORP-SRV-001,host8.corp.local,CORP.LOCAL,Microsoft-Windows-Security-Auditing,Security,1000067,4634,Information,Logon,Application,-,powershell.exe,10.1.3.119,An account was logged off.,{00000000-0000-0000-0000-000000000000}
2025-10-08 02:42:00,CORP-SRV-002,host3.corp.local,CORP.LOCAL,Microsoft-Windows-Sysmon,Security,1000062,4776,Warning,Process Creation,Classic,-,lsass.exe,10.1.5.82,The computer attempted to validate the credentials for an account.,{00000000-0000-0000-0000-000000000000}
2025-10-14 11:42:00,CORP-SRV-011,host3.corp.local,CORP.LOCAL,Winlogon,Security,1000112,4634,Information,Logon,Audit Failure,CORP\svc_monitor,svchost.exe,10.1.3.55,An account was logged off.,{00000000-0000-0000-0000-000000000000}
2025-10-03 02:48:00,CORP-SRV-001,host8.corp.local,CORP.LOCAL,Microsoft-Windows-Security-Auditing,System,1000017,7036,Information,Logon,Classic,SYSTEM,svchost.exe,10.1.1.17,The service entered the running state.,{00000000-0000-0000-0000-000000000000}
2025-10-10 09:47:00,CORP-SRV-007,host4.corp.local,CORP.LOCAL,Windows Firewall with Advanced Security,Security,1000083,4624,Information,Process Creation,Application,CORP\svc_monitor,lsass.exe,10.1.5.78,An account was successfully logged on. Subject: svc_monitor; Logon Type: 3.,{00000000-0000-0000-0000-000000000000}
2025-10-13 18:32:00,CORP-SRV-003,host9.corp.local,CORP.LOCAL,Service Control Manager,Security,1000108,4634,Information,Process Creation,Audit Failure,CORP\svc_monitor,lsass.exe,10.1.4.34,An account was logged off.,{00000000-0000-0000-0000-000000000000}
2025-10-09 08:14:00,CORP-SRV-004,host4.corp.local,CORP.LOCAL,Windows Firewall with Advanced Security,Security,1000073,4624,Information,Process Creation,Application,CORP\svc_backup,lsass.exe,10.1.2.131,An account was successfully logged on. Subject: svc_backup; Logon Type: 10.,{00000000-0000-0000-0000-000000000000}
2025-10-12 07:15:00,CORP-SRV-002,host7.corp.local,CORP.LOCAL,Kernel-Power,Security,1000096,4624,Information,Policy Change,Application,CORP\alice,winlogon.exe,10.1.3.13,An account was successfully logged on. Subject: alice; Logon Type: 10.,{00000000-0000-0000-0000-000000000000}
2025-10-05 06:35:00,CORP-SRV-017,host6.corp.local,CORP.LOCAL,Kernel-Power,Security,1000035,4625,Warning,Process Creation,Classic,CORP\alice,svchost.exe,10.1.4.233,An account failed to log on. Failure Reason: Unknown username or bad password; Account: CORP\alice.,{00000000-0000-0000-0000-000000000000}
2025-10-06 03:10:00,CORP-SRV-017,host5.corp.local,CORP.LOCAL,Kernel-Power,Security,1000044,4688,Information,System,Classic,CORP\alice,lsass.exe,10.1.2.249,A new process has been created: notepad.exe; CommandLine: 'notepad.exe --run'.,{00000000-0000-0000-0000-000000000000}
2025-10-11 15:00:00,CORP-SRV-007,host2.corp.local,CORP.LOCAL,Windows Firewall with Advanced Security,Security,1000091,5156,Information,Network,Classic,SYSTEM,sqlservr.exe,10.1.3.54,The Windows Filtering Platform has permitted a connection.,{00000000-0000-0000-0000-000000000000}
2025-10-14 14:38:00,CORP-SRV-008,host5.corp.local,CORP.LOCAL,Winlogon,Security,1000114,4688,Information,System,Application,CORP\alice,sqlservr.exe,10.1.1.92,A new process has been created: mimikatz.exe; CommandLine: 'mimikatz.exe --run'.,{00000000-0000-0000-0000-000000000000}
2025-10-05 00:31:00,CORP-SRV-009,host4.corp.local,CORP.LOCAL,Microsoft-Windows-Sysmon,Security,1000033,4688,Information,Process Creation,Audit Success,SYSTEM,winlogon.exe,10.1.4.126,A new process has been created: sqlservr.exe; CommandLine: 'sqlservr.exe --run'.,{00000000-0000-0000-0000-000000000000}
2025-10-06 00:16:00,CORP-SRV-017,host3.corp.local,CORP.LOCAL,DNS Server,Security,1000042,4624,Information,Network,Security,CORP\svc_monitor,powershell.exe,10.1.4.41,An account was successfully logged on. Subject: svc_monitor; Logon Type: 2.,{00000000-0000-0000-0000-000000000000}
2025-10-07 10:32:00,CORP-SRV-017,host9.corp.local,CORP.LOCAL,Microsoft-Windows-Sysmon,Security,1000058,4720,Information,Logon,Audit Failure,CORP\itadmin,sqlservr.exe,10.1.5.154,A user account was created.,{00000000-0000-0000-0000-000000000000}
2025-10-08 17:07:00,CORP-SRV-016,host7.corp.local,CORP.LOCAL,Microsoft-Windows-Eventlog,Security,1000066,4624,Information,Policy Change,Classic,CORP\svc_monitor,sqlservr.exe,10.1.2.173,An account was successfully logged on. Subject: svc_monitor; Logon Type: 3.,{00000000-0000-0000-0000-000000000000}
2025-10-02 05:07:00,CORP-SRV-013,host1.corp.local,CORP.LOCAL,Service Control Manager,System,1000010,6008,Error,Logon,Audit Success,SYSTEM,powershell.exe,10.1.4.208,The previous system shutdown was unexpected.,{00000000-0000-0000-0000-000000000000}
2025-10-07 04:33:00,CORP-SRV-002,host4.corp.local,CORP.LOCAL,Microsoft-Windows-Sysmon,Security,1000053,4688,Information,Policy Change,Audit Success,CORP\alice,svchost.exe,10.1.2.19,A new process has been created: notepad.exe; CommandLine: 'notepad.exe --run'.,{00000000-0000-0000-0000-000000000000}
2025-10-04 23:56:00,CORP-SRV-015,host3.corp.local,CORP.LOCAL,Microsoft-Windows-Eventlog,System,1000032,1100,Information,System,Classic,SYSTEM,svchost.exe,10.1.2.44,The event logging service has shut down.,{00000000-0000-0000-0000-000000000000}
2025-10-10 03:06:00,CORP-SRV-009,host1.corp.local,CORP.LOCAL,Windows Firewall with Advanced Security,Security,1000080,5156,Information,Logon,Application,SYSTEM,explorer.exe,10.1.5.182,The Windows Filtering Platform has permitted a connection.,{00000000-0000-0000-0000-000000000000}
2025-10-05 16:25:00,CORP-SRV-012,host9.corp.local,CORP.LOCAL,DNS Server,Security,1000038,4624,Information,Process Creation,Classic,CORP\alice,powershell.exe,10.1.4.69,An account was successfully logged on. Subject: alice; Logon Type: 2.,{00000000-0000-0000-0000-000000000000}
2025-10-03 04:55:00,CORP-SRV-020,host10.corp.local,CORP.LOCAL,Microsoft-Windows-Security-Auditing,Security,1000019,4722,Information,Policy Change,Audit Failure,CORP\itadmin,winlogon.exe,10.1.3.206,A user account was enabled.,{00000000-0000-0000-0000-000000000000}
2025-10-15 01:29:00,CORP-SRV-003,host10.corp.local,CORP.LOCAL,Microsoft-Windows-Security-Auditing,Security,1000119,4688,Information,Network,Audit Failure,CORP\svc_deploy,svchost.exe,10.1.2.223,A new process has been created: cmd.exe; CommandLine: 'cmd.exe --run'.,{00000000-0000-0000-0000-000000000000}
2025-10-04 07:37:00,CORP-SRV-005,host8.corp.local,CORP.LOCAL,Winlogon,Security,1000027,4634,Information,System,Classic,-,sqlservr.exe,10.1.5.27,An account was logged off.,{00000000-0000-0000-0000-000000000000}
2025-10-05 10:12:00,CORP-SRV-017,host7.corp.local,CORP.LOCAL,DNS Server,Security,1000036,4688,Information,Policy Change,Audit Failure,CORP\svc_deploy,winlogon.exe,10.1.1.44,A new process has been created: notepad.exe; CommandLine: 'notepad.exe --run'.,{00000000-0000-0000-0000-000000000000}
2025-10-14 03:26:00,CORP-SRV-020,host2.corp.local,CORP.LOCAL,DNS Server,Security,1000111,4725,Information,System,Audit Success,CORP\itadmin,powershell.exe,10.1.1.232,A user account was disabled.,{00000000-0000-0000-0000-000000000000}
2025-10-05 17:31:00,CORP-SRV-007,host10.corp.local,CORP.LOCAL,DNS Server,Security,1000039,4624,Information,Process Creation,Audit Success,CORP\bob,winlogon.exe,10.1.4.75,An account was successfully logged on. Subject: bob; Logon Type: 2.,{00000000-0000-0000-0000-000000000000}
2025-10-08 23:36:00,CORP-SRV-006,host10.corp.local,CORP.LOCAL,Microsoft-Windows-Sysmon,Security,1000069,4624,Information,Process Creation,Security,CORP\bob,svchost.exe,10.1.1.4,An account was successfully logged on. Subject: bob; Logon Type: 3.,{00000000-0000-0000-0000-000000000000}
2025-10-11 09:42:00,CORP-SRV-010,host10.corp.local,CORP.LOCAL,Winlogon,Security,1000089,5156,Information,System,Application,SYSTEM,powershell.exe,10.1.3.74,The Windows Filtering Platform has permitted a connection.,{00000000-0000-0000-0000-000000000000}
2025-10-10 21:33:00,CORP-SRV-008,host6.corp.local,CORP.LOCAL,Kernel-Power,Security,1000085,1102,Warning,Service Control Manager,Classic,CORP\Administrator,winlogon.exe,10.1.2.69,The audit log was cleared.,{00000000-0000-0000-0000-000000000000}
2025-10-05 18:36:00,CORP-SRV-002,host1.corp.local,CORP.LOCAL,DNS Server,System,1000040,1100,Information,Service Control Manager,Audit Success,SYSTEM,powershell.exe,10.1.4.180,The event logging service has shut down.,{00000000-0000-0000-0000-000000000000}
2025-10-07 06:51:00,CORP-SRV-006,host6.corp.local,CORP.LOCAL,Microsoft-Windows-Eventlog,Security,1000055,4624,Information,Service Control Manager,Audit Success,CORP\alice,powershell.exe,10.1.2.105,An account was successfully logged on. Subject: alice; Logon Type: 10.,{00000000-0000-0000-0000-000000000000}
2025-10-08 15:55:00,CORP-SRV-016,host6.corp.local,CORP.LOCAL,Microsoft-Windows-Security-Auditing,Security,1000065,4624,Information,Network,Audit Success,CORP\alice,svchost.exe,10.1.3.103,An account was successfully logged on. Subject: alice; Logon Type: 2.,{00000000-0000-0000-0000-000000000000}
2025-10-11 08:23:00,CORP-SRV-018,host9.corp.local,CORP.LOCAL,Microsoft-Windows-Sysmon,System,1000088,6008,Error,Process Creation,Security,SYSTEM,lsass.exe,10.1.5.41,The previous system shutdown was unexpected.,{00000000-0000-0000-0000-000000000000}
2025-10-03 19:16:00,CORP-SRV-007,host4.corp.local,CORP.LOCAL,Microsoft-Windows-Sysmon,Security,1000023,5156,Information,Process Creation,Security,SYSTEM,sqlservr.exe,10.1.2.110,The Windows Filtering Platform has permitted a connection.,{00000000-0000-0000-0000-000000000000}
2025-10-05 01:50:00,CORP-SRV-020,host5.corp.local,CORP.LOCAL,Kernel-Power,Security,1000034,5156,Information,System,Audit Success,SYSTEM,winlogon.exe,10.1.4.56,The Windows Filtering Platform has permitted a connection.,{00000000-0000-0000-0000-000000000000}
2025-10-09 19:26:00,CORP-SRV-007,host9.corp.local,CORP.LOCAL,Windows Firewall with Advanced Security,Security,1000078,4720,Information,System,Audit Failure,CORP\itadmin,svchost.exe,10.1.3.42,A user account was created.,{00000000-0000-0000-0000-000000000000}
2025-10-13 10:12:00,CORP-SRV-019,host6.corp.local,CORP.LOCAL,Microsoft-Windows-Eventlog,Security,1000105,4634,Information,Process Creation,Audit Failure,CORP\alice,sqlservr.exe,10.1.1.215,An account was logged off.,{00000000-0000-0000-0000-000000000000}
2025-10-01 16:22:00,CORP-SRV-004,host5.corp.local,CORP.LOCAL,Microsoft-Windows-Security-Auditing,Security,1000004,4625,Warning,Process Creation,Audit Failure,-,powershell.exe,10.1.5.62,An account failed to log on. Failure Reason: Unknown username or bad password; Account: N/A.,{00000000-0000-0000-0000-000000000000}
2025-10-10 08:30:00,CORP-SRV-008,host3.corp.local,CORP.LOCAL,DNS Server,Security,1000082,4625,Warning,Process Creation,Security,CORP\alice,sqlservr.exe,10.1.5.4,An account failed to log on. Failure Reason: Unknown username or bad password; Account: CORP\alice.,{00000000-0000-0000-0000-000000000000}
2025-10-03 00:33:00,CORP-SRV-011,host6.corp.local,CORP.LOCAL,Microsoft-Windows-Security-Auditing,Security,1000015,5156,Information,System,Audit Failure,SYSTEM,svchost.exe,10.1.4.223,The Windows Filtering Platform has permitted a connection.,{00000000-0000-0000-0000-000000000000}
2025-10-13 05:59:00,CORP-SRV-009,host3.corp.local,CORP.LOCAL,DNS Server,Security,1000102,4625,Warning,Service Control Manager,Application,CORP\alice,winlogon.exe,10.1.1.30,An account failed to log on. Failure Reason: Unknown username or bad password; Account: CORP\alice.,{00000000-0000-0000-0000-000000000000}
2025-10-05 19:00:00,CORP-SRV-003,host2.corp.local,CORP.LOCAL,DNS Server,Security,1000041,4776,Warning,Policy Change,Application,-,svchost.exe,10.1.5.171,The computer attempted to validate the credentials for an account.,{00000000-0000-0000-0000-000000000000}
2025-10-07 02:42:00,CORP-SRV-001,host2.corp.local,CORP.LOCAL,DNS Server,Security,1000051,4624,Information,Network,Audit Failure,CORP\bob,lsass.exe,10.1.1.247,An account was successfully logged on. Subject: bob; Logon Type: 10.,{00000000-0000-0000-0000-000000000000}
2025-10-06 08:08:00,CORP-SRV-017,host6.corp.local,CORP.LOCAL,DNS Server,Security,1000045,4776,Warning,Process Creation,Security,-,explorer.exe,10.1.1.150,The computer attempted to validate the credentials for an account.,{00000000-0000-0000-0000-000000000000}
2025-10-14 03:11:00,CORP-SRV-001,host1.corp.local,CORP.LOCAL,Winlogon,Security,1000110,4688,Information,System,Audit Success,SYSTEM,svchost.exe,10.1.3.232,A new process has been created: cmd.exe; CommandLine: 'cmd.exe --run'.,{00000000-0000-0000-0000-000000000000}
2025-10-07 03:52:00,CORP-SRV-019,host3.corp.local,CORP.LOCAL,Microsoft-Windows-Security-Auditing,Security,1000052,5156,Information,Service Control Manager,Classic,SYSTEM,sqlservr.exe,10.1.5.22,The Windows Filtering Platform has permitted a connection.,{00000000-0000-0000-0000-000000000000}
2025-10-04 01:43:00,CORP-SRV-009,host7.corp.local,CORP.LOCAL,Microsoft-Windows-Eventlog,Security,1000026,4624,Information,System,Audit Success,CORP\svc_monitor,explorer.exe,10.1.1.115,An account was successfully logged on. Subject: svc_monitor; Logon Type: 2.,{00000000-0000-0000-0000-000000000000}
2025-10-06 02:33:00,CORP-SRV-005,host4.corp.local,CORP.LOCAL,Windows Firewall with Advanced Security,Security,1000043,4688,Information,Service Control Manager,Classic,CORP\svc_deploy,explorer.exe,10.1.2.77,A new process has been created: notepad.exe; CommandLine: 'notepad.exe --run'.,{00000000-0000-0000-0000-000000000000}
2025-10-03 19:21:00,CORP-SRV-006,host5.corp.local,CORP.LOCAL,Microsoft-Windows-Eventlog,Security,1000024,5156,Information,Network,Classic,SYSTEM,svchost.exe,10.1.2.73,The Windows Filtering Platform has permitted a connection.,{00000000-0000-0000-0000-000000000000}
2025-10-12 01:02:00,CORP-SRV-020,host5.corp.local,CORP.LOCAL,Microsoft-Windows-Security-Auditing,Security,1000094,4722,Information,Policy Change,Security,CORP\itadmin,sqlservr.exe,10.1.1.25,A user account was enabled.,{00000000-0000-0000-0000-000000000000}
2025-10-09 10:13:00,CORP-SRV-019,host5.corp.local,CORP.LOCAL,DNS Server,Security,1000074,4776,Warning,Logon,Audit Failure,CORP\svc_backup,svchost.exe,10.1.3.35,The computer attempted to validate the credentials for an account.,{00000000-0000-0000-0000-000000000000}
2025-10-12 18:08:00,CORP-SRV-005,host1.corp.local,CORP.LOCAL,Service Control Manager,Security,1000100,5156,Information,Logon,Classic,SYSTEM,explorer.exe,10.1.4.143,The Windows Filtering Platform has permitted a connection.,{00000000-0000-0000-0000-000000000000}
2025-10-06 23:10:00,CORP-SRV-005,host10.corp.local,CORP.LOCAL,Service Control Manager,Security,1000049,4688,Information,Process Creation,Security,SYSTEM,powershell.exe,10.1.4.130,A new process has been created: taskmgr.exe; CommandLine: 'taskmgr.exe --run'.,{00000000-0000-0000-0000-000000000000}
2025-10-03 10:05:00,CORP-SRV-009,host2.corp.local,CORP.LOCAL,Windows Firewall with Advanced Security,Security,1000021,4624,Information,Process Creation,Audit Success,CORP\alice,winlogon.exe,10.1.2.50,An account was successfully logged on. Subject: alice; Logon Type: 10.,{00000000-0000-0000-0000-000000000000}
2025-10-09 04:04:00,CORP-SRV-016,host1.corp.local,CORP.LOCAL,DNS Server,Security,1000070,4634,Information,Service Control Manager,Classic,CORP\bob,svchost.exe,10.1.4.161,An account was logged off.,{00000000-0000-0000-0000-000000000000}
2025-10-01 14:31:00,CORP-SRV-011,host4.corp.local,CORP.LOCAL,Kernel-Power,System,1000003,7036,Information,Process Creation,Audit Success,SYSTEM,sqlservr.exe,10.1.3.20,The service entered the running state.,{00000000-0000-0000-0000-000000000000}
2025-10-14 20:48:00,CORP-SRV-020,host9.corp.local,CORP.LOCAL,Service Control Manager,Security,1000118,4624,Information,Logon,Application,CORP\svc_monitor,svchost.exe,10.1.2.238,An account was successfully logged on. Subject: svc_monitor; Logon Type: 2.,{00000000-0000-0000-0000-000000000000}
2025-10-04 20:16:00,CORP-SRV-010,host1.corp.local,CORP.LOCAL,Microsoft-Windows-Eventlog,Security,1000030,5156,Information,System,Security,SYSTEM,powershell.exe,10.1.1.250,The Windows Filtering Platform has permitted a connection.,{00000000-0000-0000-0000-000000000000}
2025-10-14 20:17:00,CORP-SRV-006,host7.corp.local,CORP.LOCAL,Service Control Manager,Security,1000116,4634,Information,Network,Security,-,sqlservr.exe,10.1.4.251,An account was logged off.,{00000000-0000-0000-0000-000000000000}
2025-10-06 21:09:00,CORP-SRV-002,host8.corp.local,CORP.LOCAL,Kernel-Power,Security,1000047,4625,Warning,Policy Change,Application,CORP\alice,winlogon.exe,10.1.3.16,An account failed to log on. Failure Reason: Unknown username or bad password; Account: CORP\alice.,{00000000-0000-0000-0000-000000000000}
2025-10-11 10:21:00,CORP-SRV-003,host1.corp.local,CORP.LOCAL,Windows Firewall with Advanced Security,Security,1000090,5156,Information,Network,Application,SYSTEM,sqlservr.exe,10.1.5.55,The Windows Filtering Platform has permitted a connection.,{00000000-0000-0000-0000-000000000000}
2025-10-02 00:56:00,CORP-SRV-002,host9.corp.local,CORP.LOCAL,DNS Server,Security,1000008,4624,Information,Network,Classic,CORP\alice,sqlservr.exe,10.1.5.149,An account was successfully logged on. Subject: alice; Logon Type: 10.,{00000000-0000-0000-0000-000000000000}
2025-10-07 18:28:00,CORP-SRV-005,host1.corp.local,CORP.LOCAL,Microsoft-Windows-Eventlog,Security,1000060,4722,Information,Policy Change,Security,CORP\itadmin,lsass.exe,10.1.1.109,A user account was enabled.,{00000000-0000-0000-0000-000000000000}
2025-10-01 10:41:00,CORP-SRV-007,host1.corp.local,CORP.LOCAL,Microsoft-Windows-Eventlog,Security,1000000,5156,Information,Network,Audit Failure,SYSTEM,lsass.exe,10.1.1.60,The Windows Filtering Platform has permitted a connection.,{00000000-0000-0000-0000-000000000000}
2025-10-13 22:21:00,CORP-SRV-020,host10.corp.local,CORP.LOCAL,Microsoft-Windows-Eventlog,Security,1000109,4722,Information,Policy Change,Audit Failure,CORP\itadmin,lsass.exe,10.1.1.80,A user account was enabled.,{00000000-0000-0000-0000-000000000000}
2025-10-07 09:55:00,CORP-SRV-011,host8.corp.local,CORP.LOCAL,Windows Firewall with Advanced Security,Security,1000057,5156,Information,System,Application,SYSTEM,sqlservr.exe,10.1.5.65,The Windows Filtering Platform has permitted a connection.,{00000000-0000-0000-0000-000000000000}
2025-10-03 12:32:00,CORP-SRV-003,host3.corp.local,CORP.LOCAL,Microsoft-Windows-Eventlog,System,1000022,1100,Information,Policy Change,Audit Failure,SYSTEM,explorer.exe,10.1.5.116,The event logging service has shut down.,{00000000-0000-0000-0000-000000000000}
2025-10-08 01:32:00,CORP-SRV-020,host2.corp.local,CORP.LOCAL,Kernel-Power,Security,1000061,4688,Information,Policy Change,Audit Success,SYSTEM,powershell.exe,10.1.5.146,A new process has been created: sqlservr.exe; CommandLine: 'sqlservr.exe --run'.,{00000000-0000-0000-0000-000000000000}
2025-10-08 10:33:00,CORP-SRV-006,host4.corp.local,CORP.LOCAL,Kernel-Power,Security,1000063,4624,Information,Network,Application,CORP\bob,sqlservr.exe,10.1.3.54,An account was successfully logged on. Subject: bob; Logon Type: 2.,{00000000-0000-0000-0000-000000000000}
2025-10-02 00:35:00,CORP-SRV-019,host8.corp.local,CORP.LOCAL,Microsoft-Windows-Eventlog,System,1000007,6008,Error,Network,Audit Failure,SYSTEM,explorer.exe,10.1.5.35,The previous system shutdown was unexpected.,{00000000-0000-0000-0000-000000000000}
2025-10-14 15:34:00,CORP-SRV-004,host6.corp.local,CORP.LOCAL,Kernel-Power,Security,1000115,4725,Information,System,Audit Success,CORP\itadmin,lsass.exe,10.1.5.228,A user account was disabled.,{00000000-0000-0000-0000-000000000000}
2025-10-02 15:39:00,CORP-SRV-012,host4.corp.local,CORP.LOCAL,Microsoft-Windows-Eventlog,Security,1000013,4688,Information,Policy Change,Security,CORP\svc_deploy,sqlservr.exe,10.1.4.92,A new process has been created: powershell.exe; CommandLine: 'powershell.exe --run'.,{00000000-0000-0000-0000-000000000000}
2025-10-11 01:06:00,CORP-SRV-001,host7.corp.local,CORP.LOCAL,Microsoft-Windows-Sysmon,System,1000086,7045,Information,Service Control Manager,Classic,SYSTEM,explorer.exe,10.1.1.229,A service was installed in the system.,{00000000-0000-0000-0000-000000000000}
2025-10-11 22:25:00,CORP-SRV-016,host4.corp.local,CORP.LOCAL,Winlogon,Security,1000093,5156,Information,System,Security,SYSTEM,lsass.exe,10.1.4.66,The Windows Filtering Platform has permitted a connection.,{00000000-0000-0000-0000-000000000000}
2025-10-11 01:59:00,CORP-SRV-011,host8.corp.local,CORP.LOCAL,Microsoft-Windows-Security-Auditing,Security,1000087,4725,Information,Process Creation,Audit Failure,CORP\itadmin,sqlservr.exe,10.1.1.192,A user account was disabled.,{00000000-0000-0000-0000-000000000000}
2025-10-08 22:45:00,CORP-SRV-009,host9.corp.local,CORP.LOCAL,Microsoft-Windows-Sysmon,Security,1000068,4624,Information,Process Creation,Classic,CORP\bob,explorer.exe,10.1.3.239,An account was successfully logged on. Subject: bob; Logon Type: 2.,{00000000-0000-0000-0000-000000000000}
2025-10-13 07:42:00,CORP-SRV-003,host5.corp.local,CORP.LOCAL,Kernel-Power,Security,1000104,4625,Warning,Network,Audit Success,CORP\unknown,explorer.exe,10.1.2.141,An account failed to log on. Failure Reason: Unknown username or bad password; Account: CORP\unknown.,{00000000-0000-0000-0000-000000000000}
2025-10-02 17:47:00,CORP-SRV-020,host5.corp.local,CORP.LOCAL,Windows Firewall with Advanced Security,Security,1000014,4624,Information,Network,Audit Failure,CORP\svc_backup,explorer.exe,10.1.4.107,An account was successfully logged on. Subject: svc_backup; Logon Type: 2.,{00000000-0000-0000-0000-000000000000}
2025-10-04 20:11:00,CORP-SRV-019,host10.corp.local,CORP.LOCAL,Microsoft-Windows-Security-Auditing,Security,1000029,4634,Information,Process Creation,Application,CORP\svc_monitor,sqlservr.exe,10.1.5.216,An account was logged off.,{00000000-0000-0000-0000-000000000000}
